id	sid	target	pos	sense	gloss	sentence	hw	lemma
interest.n_91	14735	interest	n	interest.n.05	(law) a right or legal share of something; a financial involvement with something	acquire secret processes , technical data , inventions , patent applications , patents , licenses , land and interests in land ( including water rights ) , plants and facilities , and other property or rights by purchase , license , lease , or donation ;	acquire secret process technical data invention patent application patent license land and interest in land include water right plant and facility and other property or right by purchase license lease or donation	acquire_V secret_J process_N technical_J data_N invention_N patent_N application_N patent_N license_N land_N and_C interest_N in_I land_N include_V water_N right_N plant_N and_C facility_N and_C other_J property_N or_C right_N by_I purchase_N license_N lease_N or_C donation_N
plant.n_83	14735	plant	n	plant.n.01	buildings for carrying on industrial labor	acquire secret processes , technical data , inventions , patent applications , patents , licenses , land and interests in land ( including water rights ) , plants and facilities , and other property or rights by purchase , license , lease , or donation ;	acquire secret process technical data invention patent application patent license land and interest in land include water right plant and facility and other property or right by purchase license lease or donation	acquire_V secret_J process_N technical_J data_N invention_N patent_N application_N patent_N license_N land_N and_C interest_N in_I land_N include_V water_N right_N plant_N and_C facility_N and_C other_J property_N or_C right_N by_I purchase_N license_N lease_N or_C donation_N
interest.n_92	14741	interest	n	sake.n.01	a reason for wanting something done	The fullest cooperation by and with Atomic Energy Commission , the Department of Health Education and Welfare , the Department of State , and other concerned agencies shall also be carried out in the interest of achieving the objectives of this Act .	the full cooperation by and with atomic energy commission the department of health education and welfare the department of state and other concerned agency shall also be carry out in the interest of achieve the objective of this act	the_D full_J cooperation_N by_R and_C with_I atomic_N energy_N commission_N the_D department_N of_N health_N education_N and_N welfare_N the_D department_N of_N state_N and_C other_J concerned_J agency_N shall_M also_R be_V carry_V out_V in_I the_D interest_N of_I achieve_V the_D objective_N of_R this_R act_N
interest.n_93	14742	interest	n	sake.n.01	a reason for wanting something done	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general public .	all research within the united states contract for sponsor cosponsor or authorize under authority of this act shall be provide for in such manner that all information us product process patent and other development result from such research develop by government expenditure will with such exception and limitation if any as the secretary may find to be necessary in the interest of national defense be available to the general public	all_D research_N within_I the_D united_N states_N contract_V for_R sponsor_V cosponsor_V or_C authorize_V under_I authority_N of_R this_R act_N shall_M be_V provide_V for_V in_I such_J manner_N that_I all_D information_N us_N product_N process_N patent_N and_C other_J development_N result_V from_I such_J research_N develop_V by_I government_N expenditure_N will_M with_I such_J exception_N and_C limitation_N if_I any_D as_I the_D secretary_N may_M find_V to_T be_V necessary_J in_I the_D interest_N of_I national_J defense_N be_V available_J to_T the_D general_J public_N
find.v_315	14742	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general public .	all research within the united states contract for sponsor cosponsor or authorize under authority of this act shall be provide for in such manner that all information us product process patent and other development result from such research develop by government expenditure will with such exception and limitation if any as the secretary may find to be necessary in the interest of national defense be available to the general public	all_D research_N within_I the_D united_N states_N contract_V for_R sponsor_V cosponsor_V or_C authorize_V under_I authority_N of_R this_R act_N shall_M be_V provide_V for_V in_I such_J manner_N that_I all_D information_N us_N product_N process_N patent_N and_C other_J development_N result_V from_I such_J research_N develop_V by_I government_N expenditure_N will_M with_I such_J exception_N and_C limitation_N if_I any_D as_I the_D secretary_N may_M find_V to_T be_V necessary_J in_I the_D interest_N of_I national_J defense_N be_V available_J to_T the_D general_J public_N
plant.n_84	14751	plant	n	plant.n.01	buildings for carrying on industrial labor	The authority of the Secretary of the Interior under this joint resolution to construct , operate , and maintain demonstration plants shall terminate upon the expiration of twelve years after the date on which this joint resolution is approved .	the authority of the secretary of the interior under this joint resolution to construct operate and maintain demonstration plant shall terminate upon the expiration of twelve year after the date on which this joint resolution be approve	the_D authority_N of_I the_D secretary_N of_N the_N interior_N under_I this_D joint_N resolution_N to_T construct_V operate_V and_C maintain_V demonstration_N plant_N shall_M terminate_V upon_I the_D expiration_N of_I twelve_J year_N after_I the_D date_N on_R which_R this_D joint_N resolution_N be_V approve_V
plant.n_85	14752	plant	n	plant.n.01	buildings for carrying on industrial labor	Upon the expiration of a period deemed adequate for demonstration purposes for each plant , but not to exceed such twelve year period , the Secretary shall proceed as promptly as practicable to dispose of any plants so constructed by sale to the highest bidder , or as may otherwise be directed by Act of Congress .	upon the expiration of a period deem adequate for demonstration purpose for each plant but not to exceed such twelve year period the secretary shall proceed as promptly as practicable to dispose of any plant so construct by sale to the high bidder or as may otherwise be direct by act of congress	upon_I the_D expiration_N of_I a_D period_N deem_V adequate_J for_I demonstration_N purpose_N for_I each_D plant_N but_C not_R to_T exceed_V such_J twelve_J year_N period_N the_D secretary_N shall_M proceed_V as_R promptly_R as_I practicable_J to_T dispose_V of_V any_D plant_N so_R construct_V by_I sale_N to_T the_D high_J bidder_N or_C as_I may_M otherwise_R be_V direct_V by_I act_N of_I congress_N
open.v_59	14786	open	v	open.v.03	become open	The fast opening of the shutter consists of a piece of aluminum foil ( approximately * * f ) placed directly in front of the camera lens so that no light may pass into the camera .	the fast open of the shutter consist of a piece of aluminum foil approximately f place directly in front of the camera lens so that no light may pass into the camera	the_D fast_J open_V of_I the_D shutter_N consist_V of_V a_R piece_N of_I aluminum_N foil_N approximately_R f_N place_V directly_R in_R front_R of_I the_D camera_N lens_N so_R that_R no_D light_N may_M pass_V into_I the_D camera_N
find.v_316	14807	find	v	discover.v.03	make a discovery, make a new finding	When values of temperature derived with this instrument were compared with the accepted values associated with liquid helium 4 vapor pressures , differences of about 10 and 7 millidegrees respectively were found .	when value of temperature derive with this instrument be compare with the accepted value associate with liquid helium 4 vapor pressure difference of about 10 and 7 millidegree respectively be find	when_W value_N of_I temperature_N derive_V with_I this_D instrument_N be_V compare_V with_I the_D accepted_J value_N associate_V with_V liquid_J helium_N 4_J vapor_N pressure_N difference_N of_I about_I 10_J and_C 7_J millidegree_N respectively_R be_V find_V
find.v_317	14810	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	Several germanium resistors have been thermally cycled from 300 to 4.2 * * f and their resistances have been found to be reproducible within 1 3 millidegree when temperatures were derived from a vapor pressure thermometer whose tubing is jacketed through most of the liquid helium .	several germanium resistor have be thermally cycle from 300 to 4.2 f and their resistance have be find to be reproducible within 1 3 millidegree when temperature be derive from a vapor pressure thermometer whose tubing be jacket through most of the liquid helium	several_J germanium_N resistor_N have_V be_V thermally_R cycle_V from_I 300_C to_T 4.2_C f_N and_C their_P resistance_N have_V be_V find_V to_T be_V reproducible_J within_I 1_J 3_J millidegree_N when_W temperature_N be_V derive_V from_V a_D vapor_N pressure_N thermometer_N whose_W tubing_N be_V jacket_V through_I most_J of_J the_D liquid_J helium_N
find.v_318	14814	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	Surface temperature gradients have been found to exist in liquid helium baths contained in 15 - and 25 - liter metallic storage dewars .	surface temperature gradient have be find to exist in liquid helium bath contain in 15 and 25 liter metallic storage dewar	surface_N temperature_N gradient_N have_V be_V find_V to_T exist_V in_I liquid_J helium_N bath_N contain_V in_I 15_J and_C 25_J liter_N metallic_J storage_N dewar_N
open.v_60	14839	open	v	open.v.04	begin or set in action, of meetings, speeches, recitals, etc.	Dr. A. V. Astin , NBS Director , opened the 5 - day session with introductory remarks , following which a total of twenty-six papers were given throughout the week by NBS scientists , from both the Washington and Boulder Laboratories .	dr. a. v. astin nbs director open the 5 day session with introductory remark follow which a total of twenty-six paper be give throughout the week by nbs scientist from both the washington and boulder laboratories	dr._N a._N v._N astin_N nbs_N director_N open_V the_D 5_J day_N session_N with_I introductory_J remark_N follow_V which_W a_D total_N of_I twenty-six_J paper_N be_V give_V throughout_I the_D week_N by_I nbs_N scientist_N from_I both_D the_D washington_N and_C boulder_N laboratories_N
interest.n_94	14872	interest	n	interest.n.04	a fixed charge for borrowing money; usually a percentage of the amount borrowed	Subject to the limitations hereinafter provided , the Secretary of the Treasury is authorized and directed to pay , as prescribed by section 8 of this Title , an amount not exceeding the principal of each award , plus accrued interests on such awards as bear interest , certified pursuant to section 5 of this Title , in accordance with the award .	subject to the limitation hereinafter provide the secretary of the treasury be authorize and direct to pay as prescribe by section 8 of this title an amount not exceed the principal of each award plus accrue interest on such award as bear interest certified pursuant to section 5 of this title in accordance with the award	subject_J to_J the_D limitation_N hereinafter_R provide_V the_D secretary_N of_N the_N treasury_N be_V authorize_V and_C direct_V to_T pay_V as_I prescribe_V by_I section_N 8_J of_R this_R title_N an_D amount_N not_R exceed_V the_D principal_N of_I each_D award_N plus_C accrue_V interest_N on_I such_J award_N as_I bear_V interest_N certified_J pursuant_J to_J section_N 5_J of_R this_R title_N in_R accordance_N with_R the_D award_N
find.v_319	14878	find	v	rule.v.04	decide on and make a declaration about	Provided , That if the total award is not over $ 500 and there is no qualified executor or administrator , payment may be made to the person or persons found by the Comptroller General of the United States to be entitled thereto , without the necessity of compliance with the requirements of law with respect to the administration of estates ;	provided that if the total award be not over 500 and there be no qualified executor or administrator payment may be make to the person or person find by the comptroller general of the united states to be entitled thereto without the necessity of compliance with the requirement of law with respect to the administration of estate	provided_V that_D if_I the_D total_J award_N be_V not_R over_I 500_J and_C there_E be_V no_D qualified_J executor_N or_C administrator_N payment_N may_M be_V make_V to_T the_D person_N or_C person_N find_V by_I the_D comptroller_N general_N of_I the_D united_N states_N to_T be_V entitled_J thereto_R without_I the_D necessity_N of_I compliance_N with_I the_D requirement_N of_I law_N with_J respect_J to_J the_D administration_N of_I estate_N
find.v_320	14879	find	v	rule.v.04	decide on and make a declaration about	in the case of a partnership or corporation , the existence of which has been terminated and on behalf of which an award is made , payment shall be made , except as provided in paragraphs ( 3 ) and ( 4 ) , to the person or persons found by the Comptroller General of the United States to be entitled thereto ;	in the case of a partnership or corporation the existence of which have be terminate and on behalf of which an award be make payment shall be make except as provide in paragraph 3 and 4 to the person or person find by the comptroller general of the united states to be entitled thereto	in_I the_D case_N of_I a_D partnership_N or_C corporation_N the_D existence_N of_R which_R have_V be_V terminate_V and_C on_I behalf_N of_R which_R an_D award_N be_V make_V payment_N shall_M be_V make_V except_I as_I provide_V in_I paragraph_N 3_J and_C 4_J to_T the_D person_N or_C person_N find_V by_I the_D comptroller_N general_N of_I the_D united_N states_N to_T be_V entitled_J thereto_R
interest.n_95	14881	interest	n	interest.n.05	(law) a right or legal share of something; a financial involvement with something	if a receiver or trustee for any such partnership or corporation , duly appointed by a court of competent jurisdiction in the United States , makes an assignment of the claim , or any part thereof , with respect to which an award is made , or makes an assignment of such award , or any part thereof , payment shall be made to the assignee , as his interest may appear ; and in the case of any assignment of an award , or any part thereof , which is made in writing and duly acknowledged and filed , after such award is certified to the Secretary of the Treasury , payment may , in the discretion of the Secretary of the Treasury , be made to the assignee , as his interest may appear .	if a receiver or trustee for any such partnership or corporation duly appoint by a court of competent jurisdiction in the united states make an assignment of the claim or any part thereof with respect to which an award be make or make an assignment of such award or any part thereof payment shall be make to the assignee as his interest may appear and in the case of any assignment of an award or any part thereof which be make in writing and duly acknowledge and file after such award be certify to the secretary of the treasury payment may in the discretion of the secretary of the treasury be make to the assignee as his interest may appear	if_I a_D receiver_N or_C trustee_N for_I any_D such_J partnership_N or_C corporation_N duly_R appoint_V by_I a_D court_N of_I competent_J jurisdiction_N in_I the_D united_N states_N make_V an_D assignment_N of_I the_D claim_N or_C any_D part_N thereof_R with_J respect_J to_J which_W an_D award_N be_V make_V or_C make_V an_D assignment_N of_I such_J award_N or_C any_D part_N thereof_R payment_N shall_M be_V make_V to_T the_D assignee_N as_I his_P interest_N may_M appear_V and_C in_I the_D case_N of_I any_D assignment_N of_I an_D award_N or_C any_D part_N thereof_R which_W be_V make_V in_R writing_R and_C duly_R acknowledge_V and_C file_V after_I such_J award_N be_V certify_V to_T the_D secretary_N of_N the_N treasury_N payment_N may_M in_I the_D discretion_N of_I the_D secretary_N of_N the_N treasury_N be_V make_V to_T the_D assignee_N as_I his_P interest_N may_M appear_V
find.v_321	14882	find	v	rule.v.04	decide on and make a declaration about	Whenever the Secretary of the Treasury , or the Comptroller General of the United States , as the case may be , shall find that any person is entitled to any such payment , after such payment shall have been received by such person , it shall be an absolute bar to recovery by any other person against the United States , its officers , agents , or employees with respect to such payment .	whenever the secretary of the treasury or the comptroller general of the united states as the case may be shall find that any person be entitled to any such payment after such payment shall have be receive by such person it shall be an absolute bar to recovery by any other person against the united states its officer agent or employee with respect to such payment	whenever_W the_D secretary_N of_N the_N treasury_N or_C the_D comptroller_N general_N of_I the_D united_N states_N as_I the_D case_N may_M be_V shall_M find_V that_I any_D person_N be_V entitled_J to_T any_D such_J payment_N after_I such_J payment_N shall_M have_V be_V receive_V by_I such_J person_N it_P shall_M be_V an_D absolute_J bar_N to_T recovery_N by_I any_D other_J person_N against_I the_D united_N states_N its_P officer_N agent_N or_C employee_N with_J respect_J to_J such_J payment_N
interest.n_96	14895	interest	n	interest.n.04	a fixed charge for borrowing money; usually a percentage of the amount borrowed	after completing the payments prescribed by paragraphs ( 2 ) and ( 3 ) of this subsection , to make payments , from time to time in ratable proportions , on account of the unpaid principal of all awards in the principal amount of more than $ 1000 , according to the proportions which the unpaid principal of such awards bear to the total amount in the fund available for distribution at the time such payments are made ; and after payment has been made of the principal amounts of all such awards , to make pro rata payments on account of accrued interest on such awards as bear interest .	after complete the payment prescribe by paragraph 2 and 3 of this subsection to make payment from time to time in ratable proportion on account of the unpaid principal of all award in the principal amount of more than 1000 according to the proportion which the unpaid principal of such award bear to the total amount in the fund available for distribution at the time such payment be make and after payment have be make of the principal amount of all such award to make pro rata payment on account of accrued interest on such award as bear interest	after_I complete_V the_D payment_N prescribe_V by_I paragraph_N 2_J and_C 3_J of_R this_R subsection_N to_T make_V payment_N from_R time_R to_R time_R in_I ratable_J proportion_N on_I account_I of_I the_D unpaid_J principal_N of_I all_D award_N in_I the_D principal_N amount_N of_I more_R than_R 1000_J according_T to_T the_D proportion_N which_W the_D unpaid_J principal_N of_I such_J award_N bear_V to_T the_D total_J amount_N in_I the_D fund_N available_J for_I distribution_N at_R the_R time_N such_J payment_N be_V make_V and_C after_I payment_N have_V be_V make_V of_I the_D principal_N amount_N of_I all_D such_J award_N to_T make_V pro_R rata_R payment_N on_I account_I of_I accrued_J interest_N on_I such_J award_N as_I bear_V interest_N
find.v_322	14900	find	v	determine.v.01	establish after a calculation, investigation, experiment, survey, or study	Mr. Speaker , for several years now the commuter railroads serving our large metropolitan areas have found it increasingly difficult to render the kind of service our expanding population wants and is entitled to have .	mr. speaker for several year now the commuter railroad serve our large metropolitan area have find it increasingly difficult to render the kind of service our expanding population want and be entitled to have	mr._N speaker_N for_I several_J year_N now_R the_D commuter_N railroad_N serve_V our_P large_J metropolitan_J area_N have_V find_V it_P increasingly_R difficult_J to_T render_V the_D kind_N of_R service_N our_P expanding_J population_N want_V and_C be_V entitled_J to_T have_V
interest.n_97	14924	interest	n	sake.n.01	a reason for wanting something done	In the light of the facts at hand , however , New York Central intends to pursue the objective of helping to create a healthy two system eastern railroad structure in the public interest `` .	in the light of the fact at hand however new york central intend to pursue the objective of help to create a healthy two system eastern railroad structure in the public interest	in_I the_D light_N of_I the_D fact_N at_J hand_J however_R new_N york_N central_N intend_V to_T pursue_V the_D objective_N of_I help_V to_T create_V a_D healthy_J two_J system_N eastern_J railroad_N structure_N in_I the_D public_J interest_N
interest.n_98	14928	interest	n	sake.n.01	a reason for wanting something done	That is , will it serve the long-range public interest ?	that is will it serve the long-range public interest	that_R is_R will_M it_P serve_V the_D long-range_J public_J interest_N
interest.n_99	14931	interest	n	sake.n.01	a reason for wanting something done	Which will serve not only the best interest of the stockholders , but the interests of all the traveling public ?	which will serve not only the best interest of the stockholder but the interest of all the traveling public	which_W will_M serve_V not_R only_R the_D best_J interest_N of_I the_D stockholder_N but_C the_D interest_N of_I all_D the_D traveling_J public_N
tank.n_5	14948	tank	n	tank.n.01	an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	Somehow , the pictures and stories of Soviet T-34 tanks on Cuban beaches and Russian Mig jet fighters strafing rebel troops has brought home to all of us the stark , blunt truth of what it means to have a Russian military base 90 miles away from home .	somehow the picture and story of soviet t-34 tank on cuban beach and russian mig jet fighter strafe rebel troop have bring home to all of us the stark blunt truth of what it mean to have a russian military base 90 mile away from home	somehow_R the_D picture_N and_C story_N of_I soviet_J t-34_N tank_N on_I cuban_J beach_N and_C russian_J mig_N jet_N fighter_N strafe_V rebel_N troop_N have_V bring_V home_V to_T all_J of_J us_P the_D stark_J blunt_J truth_N of_R what_R it_P mean_V to_T have_V a_D russian_J military_J base_N 90_J mile_N away_R from_R home_N
tank.n_6	14949	tank	n	tank.n.01	an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	Russian tanks and planes in Cuba jeopardize the security of the United States , violate the Monroe Doctrine , and threaten the security of every other Latin American republic .	russian tank and plane in cuba jeopardize the security of the united states violate the monroe doctrine and threaten the security of every other latin american republic	russian_J tank_N and_C plane_N in_I cuba_N jeopardize_V the_D security_N of_I the_D united_N states_N violate_V the_D monroe_N doctrine_N and_C threaten_V the_D security_N of_I every_J other_J latin_J american_J republic_N
tank.n_7	14953	tank	n	tank.n.01	an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	But it took the pictures of the Migs and the T-34 tanks to do the job .	but it take the picture of the migs and the t-34 tank to do the job	but_C it_P take_V the_D picture_N of_I the_D migs_N and_C the_D t-34_N tank_N to_T do_V the_V job_N
vessel.n_12	14981	vessel	n	vessel.n.02	a craft designed for water transportation	To round out the blockading force , submarines would be needed - to locate , identify and track approaching vessels .	to round out the blockading force submarine would be need to locate identify and track approaching vessel	to_T round_V out_V the_D blockading_J force_N submarine_N would_M be_V need_V to_T locate_V identify_V and_C track_V approaching_J vessel_N
run.v_71	14986	run	v	scat.v.01	flee; take to one's heels; cut and run	Once these conditions of international law are met , countries that try to run to blockade do so at their own risk .	once these condition of international law be meet country that try to run to blockade do so at their own risk	once_R these_D condition_N of_I international_N law_N be_V meet_V country_N that_W try_V to_T run_V to_T blockade_N do_V so_R at_I their_P own_J risk_N
tank.n_8	14992	tank	n	tank.n.01	an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	Primary target would be shipments of tanks , guns , aviation gasoline and ammunition coming from Russia and Czechoslovakia .	primary target would be shipment of tank gun aviation gasoline and ammunition come from russia and czechoslovakia	primary_J target_N would_M be_V shipment_N of_I tank_N gun_N aviation_N gasoline_N and_C ammunition_N come_V from_V russia_N and_C czechoslovakia_N
space.n_42	15074	space	n	space.n.03	an area reserved for some particular purpose	The outside 4 - inch space is filled by mortaring blocks on edge .	the outside 4 inch space be fill by mortar block on edge	the_D outside_J 4_J inch_N space_N be_V fill_V by_I mortar_V block_N on_I edge_N
space.n_43	15079	space	n	space.n.02	an empty area (usually bounded in some way between things)	These boards are nailed to the roof beams by reaching up through the open space between the beams , from inside the shelter .	these board be nail to the roof beam by reach up through the open space between the beam from inside the shelter	these_D board_N be_V nail_V to_T the_D roof_N beam_N by_I reach_V up_I through_I the_D open_J space_N between_I the_D beam_N from_I inside_J the_D shelter_N
space.n_44	15102	space	n	space.n.02	an empty area (usually bounded in some way between things)	The space between them is filled with pit-run gravel or earth .	the space between them be fill with pit-run gravel or earth	the_D space_N between_I them_P be_V fill_V with_I pit-run_N gravel_N or_C earth_N
room.n_75	15125	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	Another type of shelter which gives excellent fallout protection can be built as an added room to the basement of a home under construction .	another type of shelter which give excellent fallout protection can be build as an added room to the basement of a home under construction	another_D type_N of_I shelter_N which_W give_V excellent_J fallout_N protection_N can_M be_V build_V as_I an_D added_J room_N to_T the_D basement_N of_I a_D home_N under_I construction_N
room.n_76	15127	room	n	room.n.01	an area within a building enclosed by walls and floor and ceiling	The shelter illustrated in figure 12 is based on such a room built in a new home in the Washington , D. C. area in the Spring of 1959 .	the shelter illustrate in figure 12 be based on such a room build in a new home in the washington d. c. area in the spring of 1959	the_D shelter_N illustrate_V in_I figure_N 12_N be_V based_J on_V such_J a_D room_N build_V in_V a_D new_J home_N in_I the_D washington_N d._N c._N area_N in_I the_D spring_N of_I 1959_C
space.n_45	15210	space	n	space.n.02	an empty area (usually bounded in some way between things)	In general , such apartments afford more protection than smaller buildings because their walls are thick and there is more space .	in general such apartment afford more protection than small building because their wall be thick and there be more space	in_R general_R such_J apartment_N afford_V more_J protection_N than_I small_J building_N because_I their_P wall_N be_V thick_J and_C there_E be_V more_J space_N
space.n_46	15214	space	n	space.n.02	an empty area (usually bounded in some way between things)	The problem for the city apartment dweller is primarily to plan the use of existing space .	the problem for the city apartment dweller be primarily to plan the use of existing space	the_D problem_N for_I the_D city_N apartment_N dweller_N be_V primarily_R to_T plan_V the_D use_N of_I existing_J space_N
interest.n_100	15221	interest	n	interest.n.05	(law) a right or legal share of something; a financial involvement with something	`` The fact that sticks out in this voluminous record is that the bulk of du Pont 's production has always supplied the largest part of the requirements of the one customer in the automobile industry connected to du Pont by a stock interest .	the fact that stick out in this voluminous record be that the bulk of du pont 's production have always supply the large part of the requirement of the one customer in the automobile industry connect to du pont by a stock interest	the_D fact_N that_I stick_V out_V in_R this_R voluminous_J record_N be_V that_I the_D bulk_N of_I du_N pont_N 's_P production_N have_V always_R supply_V the_D large_J part_N of_I the_D requirement_N of_I the_D one_J customer_N in_I the_D automobile_N industry_N connect_V to_T du_N pont_N by_I a_D stock_N interest_N
interest.n_101	15222	interest	n	interest.n.05	(law) a right or legal share of something; a financial involvement with something	The inference is overwhelming that du Pont 's commanding position was promoted by its stock interest and was not gained solely on competitive merit '' .	the inference be overwhelming that du pont 's commanding position be promote by its stock interest and be not gain solely on competitive merit	the_D inference_N be_V overwhelming_J that_I du_N pont_N 's_P commanding_J position_N be_V promote_V by_I its_P stock_N interest_N and_C be_V not_R gain_V solely_R on_I competitive_J merit_N
interest.n_102	15226	interest	n	sake.n.01	a reason for wanting something done	However , it determined that neither this factor , nor `` the fact that all concerned in high executive posts in both companies acted honorably and fairly , each in the honest conviction that his actions were in the best interests of his own company and without any design to overreach anyone , including du Pont 's competitors '' , 353 U. S. , at 607 , outweighed the Government 's claim for relief .	however it determine that neither this factor nor the fact that all concerned in high executive post in both company act honorably and fairly each in the honest conviction that his action be in the best interest of his own company and without any design to overreach anyone include du pont 's competitor 353 u. s. , at 607 outweigh the government 's claim for relief	however_R it_P determine_V that_I neither_D this_D factor_N nor_C the_D fact_N that_I all_D concerned_J in_J high_J executive_J post_N in_I both_D company_N act_V honorably_R and_C fairly_R each_D in_I the_D honest_J conviction_N that_I his_P action_N be_V in_I the_D best_J interest_N of_J his_J own_J company_N and_C without_I any_D design_N to_T overreach_V anyone_N include_V du_N pont_N 's_P competitor_N 353_C u._C s._C ,_C at_C 607_C outweigh_V the_D government_N 's_P claim_N for_I relief_N
capital.n_18	15230	capital	n	capital.n.02	wealth in the form of money or property owned by a person or business and human resources of economic value	It rested its decision solely on 7 , which reads in pertinent part : `` [ N ] o corporation engaged in commerce shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in commerce , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such commerce in any section or community , or tend to create a monopoly of any line of commerce .	it rest its decision solely on 7 which read in pertinent part n ] o corporation engaged in commerce shall acquire directly or indirectly the whole or any part of the stock or other share capital of another corporation engage also in commerce where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock be so acquire and the corporation make the acquisition or to restrain such commerce in any section or community or tend to create a monopoly of any line of commerce	it_P rest_V its_P decision_N solely_R on_I 7_J which_W read_V in_I pertinent_J part_N n_I ]_I o_I corporation_N engaged_J in_V commerce_N shall_M acquire_V directly_R or_C indirectly_R the_D whole_N or_C any_D part_N of_I the_D stock_N or_C other_J share_N capital_N of_I another_D corporation_N engage_V also_R in_I commerce_N where_W the_D effect_N of_I such_J acquisition_N may_M be_V to_T substantially_R lessen_V competition_N between_I the_D corporation_N whose_W stock_N be_V so_R acquire_V and_C the_D corporation_N make_V the_D acquisition_N or_C to_T restrain_V such_J commerce_N in_I any_D section_N or_C community_N or_C tend_V to_T create_V a_D monopoly_N of_I any_D line_N of_I commerce_N
suit.n_11	15232	suit	n	lawsuit.n.01	a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy	The purpose of this provision was thus explained in the Court 's opinion : `` Section 7 is designed to arrest in its incipiency not only the substantial lessening of competition from the acquisition by one corporation of the whole or any part of the stock of a competing corporation , but also to arrest in their incipiency restraints or monopolies in a relevant market which , as a reasonable probability , appear at the time of suit likely to result from the acquisition by one corporation of all or any part of the stock of any other corporation .	the purpose of this provision be thus explain in the court 's opinion section 7 be design to arrest in its incipiency not only the substantial lessening of competition from the acquisition by one corporation of the whole or any part of the stock of a competing corporation but also to arrest in their incipiency restraint or monopoly in a relevant market which as a reasonable probability appear at the time of suit likely to result from the acquisition by one corporation of all or any part of the stock of any other corporation	the_D purpose_N of_R this_R provision_N be_V thus_R explain_V in_I the_D court_N 's_P opinion_N section_N 7_J be_V design_V to_T arrest_V in_I its_P incipiency_N not_R only_R the_D substantial_J lessening_N of_I competition_N from_I the_D acquisition_N by_I one_J corporation_N of_I the_D whole_N or_C any_D part_N of_I the_D stock_N of_I a_D competing_J corporation_N but_C also_R to_T arrest_V in_I their_P incipiency_N restraint_N or_C monopoly_N in_I a_D relevant_J market_N which_W as_I a_D reasonable_J probability_N appear_V at_J the_J time_N of_J suit_N likely_J to_T result_V from_I the_D acquisition_N by_I one_J corporation_N of_I all_D or_C any_D part_N of_I the_D stock_N of_I any_D other_J corporation_N
interest.n_103	15236	interest	n	sake.n.01	a reason for wanting something done	Indeed , as already noted , the Court proceeded on the assumption that the executives involved in the dealings between du Pont and General Motors acted `` honorably and fairly '' and exercised their business judgment only to serve what they deemed the best interests of their own companies .	indeed as already note the court proceed on the assumption that the executive involved in the dealing between du pont and general motors act honorably and fairly and exercise their business judgment only to serve what they deem the best interest of their own company	indeed_R as_I already_R note_V the_D court_N proceed_V on_I the_D assumption_N that_I the_D executive_N involved_J in_I the_D dealing_N between_I du_N pont_N and_C general_N motors_N act_V honorably_R and_C fairly_R and_C exercise_V their_P business_J judgment_N only_R to_T serve_V what_W they_P deem_V the_D best_J interest_N of_J their_J own_J company_N
find.v_323	15237	find	v	rule.v.04	decide on and make a declaration about	This , however , did not bar finding that du Pont had become pre-eminent as a supplier of automotive fabrics and finishes to General Motors ; that these products constituted a `` line of commerce '' within the meaning of the Clayton Act ; that General Motors ' share of the market for these products was substantial ; and that competition for this share of the market was endangered by the financial relationship between the two concerns :	this however do not bar find that du pont have become pre-eminent as a supplier of automotive fabric and finish to general motors that these product constitute a line of commerce within the meaning of the clayton act that general motors share of the market for these product be substantial and that competition for this share of the market be endanger by the financial relationship between the two concern	this_D however_R do_V not_R bar_V find_V that_I du_N pont_N have_V become_V pre-eminent_J as_I a_D supplier_N of_I automotive_J fabric_N and_C finish_N to_T general_N motors_N that_I these_D product_N constitute_V a_D line_N of_I commerce_N within_I the_D meaning_N of_I the_D clayton_N act_N that_I general_N motors_N share_N of_I the_D market_N for_I these_D product_N be_V substantial_J and_C that_I competition_N for_I this_D share_N of_I the_D market_N be_V endanger_V by_I the_D financial_J relationship_N between_I the_J two_J concern_N
